LOCATION_NAME,TSN,LATITUDE,LONGITUDE,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESSIBILITY,TRANSPORT_MODE,MORNING_PEAK,AFTERNOON_PEAK,SHORT_PLATFORM
"Glenfield Station",216710,-33.97236827,150.8928072,10101291,"02 9765 1162","Railway Pde, Glenfield NSW 2167","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Gloucester Station",24221,-32.004766,151.966735,10155028,"13 22 32","Bucketts Way, Gloucester NSW 2422","Commuter car park | Toilets | Emergency help point | Information point","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements",Train,,,False
"Gloucester Town Coach Stop",24224,-32.00678,151.95721,10150192,,"Billabong Native Garden, Denison St, Gloucester NSW 2422",,,Coach,,,False
"Gongolgon Coach Stop",283921,-30.349861,146.89596,10150224,,"Colayne St after Campbell St, Gongolgon NSW 2839",,,Coach,,,False
"Good Forest Coach Stop",2790130,-33.615754,150.112188,10150011,,"Jenolan Caves Rd at Lowther Siding Rd, Lowther NSW 2790",,,Coach,,,False
"Goonellabah Coach Stop",24805,-28.811465,153.344105,10150138,,"Ballina Rd at James St, Goonellabah NSW 2480",,,Coach,,,False
"Gordon Station",207210,-33.75600864,151.154528,10101121,"02 9847 8458","St Johns Ave, Gordon NSW 2072","Commuter car park | Transport Park&Ride | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,True
"Gosford Station",225040,-33.42388261,151.3417109,10101139,"02 4349 9260","Mann St, Gosford NSW 2250","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Bike shed | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Free WiFi hotspot | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Goulburn Big Merino Coach Stop",2580172,-34.773038,149.692324,10150115,,"Lockyer St, Goulburn NSW 2580",,,Coach,,,False
"Goulburn Station",258010,-34.75846191,149.7192744,10101315,"13 22 32","Sloane St, Goulburn NSW 2580","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | Hearing loop (ticket counter) | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Grafton Station",24601,-29.703905,152.941692,10155063,"13 22 32","Crisp Ave, South Grafton NSW 2460","Commuter car park | Wheelchair accessible car space | Taxi rank | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Information point | Payphone | Departure indicator screen","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs","Train, Regional coach, Bus, Taxi",,,False
"Granville Station",214240,-33.83317598,151.0124947,10101227,"02 9848 9388","Bridge St, Granville NSW 2142","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Gravesend Coach Stop",24011,-29.58381,150.338048,10150278,,"Gravesend General Store, Railway Pde, Gravesend NSW 2401",,,Coach,,,False
"Green Square Station",201710,-33.90606259,151.2024745,10101329,,"Cnr Botany Rd & O'Riordan St, Alexandria NSW 2015","Bike shed | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift | Escalator","Train, Bus",6.30-10am,3.00-7pm,False
"Greenwich Point Wharf",206518,-33.84209993,151.1808023,10102019,,"Lower Serpentine Rd, Greenwich NSW 2065","Emergency help point | Information point | Departure indicator screen | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Stairs","Bus, Ferry",,,False
"Greenwich Wharf",206519,-33.834036,151.182367,10102047,,"Greenwich NSW 2065","Kiss and ride stopping area","This location is Not Accessible | Wheelchair ramp boarding assistance",Ferry,,,False
"Grenfell Coach Stop",28101,-33.893479,148.160537,10150036,,"Grenfell Motel, Main St, Grenfell NSW 2810",,,Coach,,,False
"Greta Station",233410,-32.68662215,151.3840895,10101188,"02 6543 1018","Nelson St, Greta NSW 2334","Commuter car park | Wheelchair accessible car space | Emergency help point | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Stairs",Train,6.00-10am,3.00-7pm,True
"Griffith Station",26801,-34.28682,146.047734,10155011,"13 22 32","Railway St, Griffith NSW 2680","Commuter car park | Wheelchair accessible car space | Toilets | Wheelchair accessible toilet | Emergency help point | Information point | Payphone","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements",Train,,,False
"Griffith Town Coach Stop",268059,-34.289098,146.050858,10150117,,"Griffith Visitor Information Centre, 1 Jondaryan Ave, Griffith NSW 2680",,,Coach,,,False
"Griffith Town Coach Stop",268059,-34.289098,146.050858,10150117,,"Griffith Visitor Information Centre, 1 Jondaryan Ave, Griffith NSW 2680",,,Coach,,,False
"Grong Grong Coach Stop",26521,-34.740092,146.782746,10150292,,"Narrandera St at Bolaro St, Grong Grong NSW 2652",,,Coach,,,False
"Guildford Station",216110,-33.8545057,150.984361,10101283,"02 9848 9287","Military Rd, Guildford NSW 2161","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Gulargambone Coach Stop",28281,-31.331091,148.472993,10150091,,"Coonamble St after Bourbah St, Gulargambone NSW 2828",,,Coach,,,False
"Gulgong Coach Stop",28521,-32.36437,149.533026,10150173,,"Herbert St at Holtermann St, Gulgong NSW 2852",,,Coach,,,False
"Gundagai Coach Stop",27222,-35.06297,148.101696,10150255,,"Gundagai Visitor Information Centre, Sheridan St, Gundagai NSW 2722",,,Coach,,,False
"Gunnedah Station",23801,-30.979376,150.247996,10155055,"13 22 32","Railway Ave, Gunnedah NSW 2380","Commuter car park | Wheelchair accessible car space | Taxi rank | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements","Train, Taxi",,,False
"Gunning Station",25811,-34.779691,149.261031,10155030,"13 22 32","Grovenor St, Gunning NSW 2581","Commuter car park | Information point","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements | Level crossing",Train,,,False
"Guyra Coach Stop",23653,-30.220216,151.67152,10150097,,"Guyra Post Office, Bradley St, Guyra NSW 2365",,,Coach,,,False
"Gymea Station",222710,-34.03489294,151.0854766,10101347,"02 9522 1288","Gymea Bay Rd, Gymea NSW 2227","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Hallidays Point Coach Stop",2428170,-32.082525,152.480399,10157478,,"The Lakes Way opp Timber Tops Dr, Darawank NSW 2428",,,Coach,,,False
"Hamilton Station",230310,-32.91871348,151.7488722,10101161,"02 4962 9365","Beaumont St, Hamilton NSW 2303","Commuter car park | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Assisted Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Level crossing | Stairs","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Hampton Coach Stop",2790132,-33.639449,150.057173,10150196,,"Jenolan Caves Rd opp Hampton Halfway Hotel, Hampton NSW 2790",,,Coach,,,False
"Harden Station",25871,-34.553349,148.371322,10155003,"13 22 32","Station St, Harden NSW 2587","Toilets | Emergency help point | Information point","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements",Train,,,False
"Harden Town Coach Stop",25873,-34.55424,148.367228,10150043,,"Albury St at East St, Harden NSW 2587",,,Coach,,,False
"Harris Park Station",215010,-33.82326002,151.0076387,10101228,"02 9848 9386","Station St, Harris Park NSW 2150","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift",Train,6.30-10am,3.00-7pm,False
"Hartley Coach Stop",2790131,-33.545024,150.175419,10150317,,"Old Bathurst Rd before Great Western Hwy, Hartley NSW 2790",,,Coach,,,False
"Hastings Point Coach Stop",24894,-28.354774,153.572477,10150500,,"North Star Caravan Park, Tweed Coast Rd, Hastings Point NSW 2489",,,Coach,,,False
"Hawkesbury River Station",208310,-33.54678835,151.2265104,10101133,"02 9985 7224","Dangar Rd, Brooklyn NSW 2083","Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Free WiFi hotspot | No Opal card top up or single trip ticket sales | Commuter car park | Information point","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Ferry",6.00-10am,3.00-7pm,True
"Hawks Nest Coach Stop",2324153,-32.672705,152.177658,10150119,,"Hawks Nest Community Centre, Booner St, Hawks Nest NSW 2324",,,Coach,,,False
"Hawthorne Light Rail",204091,-33.87972548,151.1471308,10101455,,"Darley Rd, Leichhardt NSW 2040","Kiss and ride stopping area | Bike racks | Emergency help point","This location is Independent Access | Hearing loop | PA system for announcements | Platform edge tactiles | Level crossing","Light rail",6.30-10am,3.00-7pm,False
"Hay Coach Stop",27111,-34.5205,144.837548,10150096,,"Moama St at Archer St, Hay South NSW 2711",,,Coach,,,False
"Haymarket Light Rail",2000168,-33.881447,151.205334,10101606,,"Eddy Ave, Haymarket NSW 2000","Bike racks | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Hearing loop | Platform edge tactiles | Level crossing","Bus, Light rail, Taxi",6.30-10am,3.00-7pm,False
"Hazelbrook Station",277910,-33.72397351,150.4546038,10101263,"02 4780 3913","Railway Pde, Hazelbrook NSW 2779","Commuter car park | Wheelchair accessible car space | Bike lockers | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Information point | Bike racks","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Heathcote Station",223320,-34.08823661,151.0080024,10101354,"02 9522 1221","Princes Hwy, Heathcote NSW 2233","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Taxi",6.30-10am,3.00-7pm,True
